stage,enemy,image_urls,extra_image_urls,map_url
S2-8_陷阱-1,"36
","[{'道具 带框 至纯源石.png': 'http://prts.wiki/images/5/59/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%87%B3%E7%BA%AF%E6%BA%90%E7%9F%B3.png'}, {'道具 带框 异铁碎片.png': 'http://prts.wiki/images/8/87/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%BC%82%E9%93%81%E7%A2%8E%E7%89%87.png'}]","[{'道具 带框 代糖.png': 'http://prts.wiki/images/a/a9/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E4%BB%A3%E7%B3%96.png'}, {'道具 带框 异铁碎片.png': 'http://prts.wiki/images/8/87/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%BC%82%E9%93%81%E7%A2%8E%E7%89%87.png'}, {'道具 带框 双酮.png': 'http://prts.wiki/images/4/4b/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%8F%8C%E9%85%AE.png'}, {'道具 带框 基础作战记录.png': 'http://prts.wiki/images/b/b2/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%9F%BA%E7%A1%80%E4%BD%9C%E6%88%98%E8%AE%B0%E5%BD%95.png'}, {'道具 带框 糖.png': 'http://prts.wiki/images/e/e8/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E7%B3%96.png'}, {'道具 带框 异铁.png': 'http://prts.wiki/images/7/71/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%BC%82%E9%93%81.png'}, {'道具 带框 酮凝集.png': 'http://prts.wiki/images/6/6a/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E9%85%AE%E5%87%9D%E9%9B%86.png'}, {'道具 带框 初级作战记录.png': 'http://prts.wiki/images/a/a5/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%88%9D%E7%BA%A7%E4%BD%9C%E6%88%98%E8%AE%B0%E5%BD%95.png'}]",[{'S2-8 陷阱-1 地图.png': 'http://prts.wiki/images/5/5f/S2-8_%E9%99%B7%E9%98%B1-1_%E5%9C%B0%E5%9B%BE.png'}]
S2-9_陷阱-2,"32
","[{'道具 带框 至纯源石.png': 'http://prts.wiki/images/5/59/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%87%B3%E7%BA%AF%E6%BA%90%E7%9F%B3.png'}, {'道具 带框 双酮.png': 'http://prts.wiki/images/4/4b/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%8F%8C%E9%85%AE.png'}]","[{'道具 带框 代糖.png': 'http://prts.wiki/images/a/a9/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E4%BB%A3%E7%B3%96.png'}, {'道具 带框 异铁碎片.png': 'http://prts.wiki/images/8/87/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%BC%82%E9%93%81%E7%A2%8E%E7%89%87.png'}, {'道具 带框 双酮.png': 'http://prts.wiki/images/4/4b/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%8F%8C%E9%85%AE.png'}, {'道具 带框 基础作战记录.png': 'http://prts.wiki/images/b/b2/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%9F%BA%E7%A1%80%E4%BD%9C%E6%88%98%E8%AE%B0%E5%BD%95.png'}, {'道具 带框 糖.png': 'http://prts.wiki/images/e/e8/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E7%B3%96.png'}, {'道具 带框 异铁.png': 'http://prts.wiki/images/7/71/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%BC%82%E9%93%81.png'}, {'道具 带框 酮凝集.png': 'http://prts.wiki/images/6/6a/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E9%85%AE%E5%87%9D%E9%9B%86.png'}, {'道具 带框 初级作战记录.png': 'http://prts.wiki/images/a/a5/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%88%9D%E7%BA%A7%E4%BD%9C%E6%88%98%E8%AE%B0%E5%BD%95.png'}]",[{'S2-9 陷阱-2 地图.png': 'http://prts.wiki/images/7/78/S2-9_%E9%99%B7%E9%98%B1-2_%E5%9C%B0%E5%9B%BE.png'}]
2-8_不做约定,"54
","[{'道具 带框 至纯源石.png': 'http://prts.wiki/images/5/59/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%87%B3%E7%BA%AF%E6%BA%90%E7%9F%B3.png'}, {'道具 带框 异铁组.png': 'http://prts.wiki/images/1/14/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%BC%82%E9%93%81%E7%BB%84.png'}]","[{'道具 带框 代糖.png': 'http://prts.wiki/images/a/a9/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E4%BB%A3%E7%B3%96.png'}, {'道具 带框 异铁碎片.png': 'http://prts.wiki/images/8/87/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%BC%82%E9%93%81%E7%A2%8E%E7%89%87.png'}, {'道具 带框 双酮.png': 'http://prts.wiki/images/4/4b/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%8F%8C%E9%85%AE.png'}, {'道具 带框 基础作战记录.png': 'http://prts.wiki/images/b/b2/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%9F%BA%E7%A1%80%E4%BD%9C%E6%88%98%E8%AE%B0%E5%BD%95.png'}, {'道具 带框 糖.png': 'http://prts.wiki/images/e/e8/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E7%B3%96.png'}, {'道具 带框 异铁.png': 'http://prts.wiki/images/7/71/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%BC%82%E9%93%81.png'}, {'道具 带框 酮凝集.png': 'http://prts.wiki/images/6/6a/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E9%85%AE%E5%87%9D%E9%9B%86.png'}, {'道具 带框 初级作战记录.png': 'http://prts.wiki/images/a/a5/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%88%9D%E7%BA%A7%E4%BD%9C%E6%88%98%E8%AE%B0%E5%BD%95.png'}]",[{'2-8 不做约定 地图.png': 'http://prts.wiki/images/9/9b/2-8_%E4%B8%8D%E5%81%9A%E7%BA%A6%E5%AE%9A_%E5%9C%B0%E5%9B%BE.png'}]
2-9_操作暗箱,"52
","[{'道具 带框 至纯源石.png': 'http://prts.wiki/images/5/59/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%87%B3%E7%BA%AF%E6%BA%90%E7%9F%B3.png'}, {'道具 带框 扭转醇.png': 'http://prts.wiki/images/a/a8/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E6%89%AD%E8%BD%AC%E9%86%87.png'}]","[{'道具 带框 源岩.png': 'http://prts.wiki/images/e/ec/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E6%BA%90%E5%B2%A9.png'}, {'道具 带框 酯原料.png': 'http://prts.wiki/images/7/7a/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E9%85%AF%E5%8E%9F%E6%96%99.png'}, {'道具 带框 破损装置.png': 'http://prts.wiki/images/5/54/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E7%A0%B4%E6%8D%9F%E8%A3%85%E7%BD%AE.png'}, {'道具 带框 赤金.png': 'http://prts.wiki/images/8/83/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%B5%A4%E9%87%91.png'}, {'道具 带框 固源岩.png': 'http://prts.wiki/images/c/cf/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%9B%BA%E6%BA%90%E5%B2%A9.png'}, {'道具 带框 聚酸酯.png': 'http://prts.wiki/images/b/b9/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%81%9A%E9%85%B8%E9%85%AF.png'}, {'道具 带框 装置.png': 'http://prts.wiki/images/6/64/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%A3%85%E7%BD%AE.png'}, {'道具 带框 基础作战记录.png': 'http://prts.wiki/images/b/b2/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%9F%BA%E7%A1%80%E4%BD%9C%E6%88%98%E8%AE%B0%E5%BD%95.png'}]",[{'2-9 操作暗箱 地图.png': 'http://prts.wiki/images/3/36/2-9_%E6%93%8D%E4%BD%9C%E6%9A%97%E7%AE%B1_%E5%9C%B0%E5%9B%BE.png'}]
S2-10_窒息-1,"41
","[{'道具 带框 至纯源石.png': 'http://prts.wiki/images/5/59/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%87%B3%E7%BA%AF%E6%BA%90%E7%9F%B3.png'}, {'道具 带框 初级作战记录.png': 'http://prts.wiki/images/a/a5/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%88%9D%E7%BA%A7%E4%BD%9C%E6%88%98%E8%AE%B0%E5%BD%95.png'}]","[{'道具 带框 源岩.png': 'http://prts.wiki/images/e/ec/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E6%BA%90%E5%B2%A9.png'}, {'道具 带框 酯原料.png': 'http://prts.wiki/images/7/7a/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E9%85%AF%E5%8E%9F%E6%96%99.png'}, {'道具 带框 破损装置.png': 'http://prts.wiki/images/5/54/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E7%A0%B4%E6%8D%9F%E8%A3%85%E7%BD%AE.png'}, {'道具 带框 赤金.png': 'http://prts.wiki/images/8/83/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%B5%A4%E9%87%91.png'}, {'道具 带框 固源岩.png': 'http://prts.wiki/images/c/cf/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%9B%BA%E6%BA%90%E5%B2%A9.png'}, {'道具 带框 聚酸酯.png': 'http://prts.wiki/images/b/b9/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%81%9A%E9%85%B8%E9%85%AF.png'}, {'道具 带框 装置.png': 'http://prts.wiki/images/6/64/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%A3%85%E7%BD%AE.png'}, {'道具 带框 基础作战记录.png': 'http://prts.wiki/images/b/b2/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%9F%BA%E7%A1%80%E4%BD%9C%E6%88%98%E8%AE%B0%E5%BD%95.png'}]",[{'S2-10 窒息-1 地图.png': 'http://prts.wiki/images/1/10/S2-10_%E7%AA%92%E6%81%AF-1_%E5%9C%B0%E5%9B%BE.png'}]
S2-11_窒息-2,"48
",[{'道具 带框 至纯源石.png': 'http://prts.wiki/images/5/59/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%87%B3%E7%BA%AF%E6%BA%90%E7%9F%B3.png'}],"[{'道具 带框 源岩.png': 'http://prts.wiki/images/e/ec/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E6%BA%90%E5%B2%A9.png'}, {'道具 带框 酯原料.png': 'http://prts.wiki/images/7/7a/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E9%85%AF%E5%8E%9F%E6%96%99.png'}, {'道具 带框 破损装置.png': 'http://prts.wiki/images/5/54/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E7%A0%B4%E6%8D%9F%E8%A3%85%E7%BD%AE.png'}, {'道具 带框 赤金.png': 'http://prts.wiki/images/8/83/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%B5%A4%E9%87%91.png'}, {'道具 带框 固源岩.png': 'http://prts.wiki/images/c/cf/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%9B%BA%E6%BA%90%E5%B2%A9.png'}, {'道具 带框 聚酸酯.png': 'http://prts.wiki/images/b/b9/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%81%9A%E9%85%B8%E9%85%AF.png'}, {'道具 带框 装置.png': 'http://prts.wiki/images/6/64/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%A3%85%E7%BD%AE.png'}, {'道具 带框 基础作战记录.png': 'http://prts.wiki/images/b/b2/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%9F%BA%E7%A1%80%E4%BD%9C%E6%88%98%E8%AE%B0%E5%BD%95.png'}]",[{'S2-10 窒息-1 地图.png': 'http://prts.wiki/images/1/10/S2-10_%E7%AA%92%E6%81%AF-1_%E5%9C%B0%E5%9B%BE.png'}]
S2-12_窒息-3,"48
","[{'道具 带框 至纯源石.png': 'http://prts.wiki/images/5/59/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%87%B3%E7%BA%AF%E6%BA%90%E7%9F%B3.png'}, {'道具 带框 固源岩.png': 'http://prts.wiki/images/c/cf/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%9B%BA%E6%BA%90%E5%B2%A9.png'}]","[{'道具 带框 源岩.png': 'http://prts.wiki/images/e/ec/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E6%BA%90%E5%B2%A9.png'}, {'道具 带框 酯原料.png': 'http://prts.wiki/images/7/7a/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E9%85%AF%E5%8E%9F%E6%96%99.png'}, {'道具 带框 破损装置.png': 'http://prts.wiki/images/5/54/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E7%A0%B4%E6%8D%9F%E8%A3%85%E7%BD%AE.png'}, {'道具 带框 赤金.png': 'http://prts.wiki/images/8/83/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%B5%A4%E9%87%91.png'}, {'道具 带框 固源岩.png': 'http://prts.wiki/images/c/cf/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%9B%BA%E6%BA%90%E5%B2%A9.png'}, {'道具 带框 聚酸酯.png': 'http://prts.wiki/images/b/b9/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%81%9A%E9%85%B8%E9%85%AF.png'}, {'道具 带框 装置.png': 'http://prts.wiki/images/6/64/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%A3%85%E7%BD%AE.png'}]",[{'S2-12 窒息-3 地图.png': 'http://prts.wiki/images/a/a7/S2-12_%E7%AA%92%E6%81%AF-3_%E5%9C%B0%E5%9B%BE.png'}]
2-10_病入膏肓,"36
","[{'招聘合同 4.png': 'http://prts.wiki/images/8/82/%E6%8B%9B%E8%81%98%E5%90%88%E5%90%8C_4.png'}, {'头像 阿米娅.png': 'http://prts.wiki/images/3/36/%E5%A4%B4%E5%83%8F_%E9%98%BF%E7%B1%B3%E5%A8%85.png'}, {'道具 带框 至纯源石.png': 'http://prts.wiki/images/5/59/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%87%B3%E7%BA%AF%E6%BA%90%E7%9F%B3.png'}, {'道具 带框 RMA70-12.png': 'http://prts.wiki/images/7/7c/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_RMA70-12.png'}]","[{'道具 带框 代糖.png': 'http://prts.wiki/images/a/a9/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E4%BB%A3%E7%B3%96.png'}, {'道具 带框 异铁碎片.png': 'http://prts.wiki/images/8/87/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%BC%82%E9%93%81%E7%A2%8E%E7%89%87.png'}, {'道具 带框 双酮.png': 'http://prts.wiki/images/4/4b/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%8F%8C%E9%85%AE.png'}, {'道具 带框 基础作战记录.png': 'http://prts.wiki/images/b/b2/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%9F%BA%E7%A1%80%E4%BD%9C%E6%88%98%E8%AE%B0%E5%BD%95.png'}, {'道具 带框 糖.png': 'http://prts.wiki/images/e/e8/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E7%B3%96.png'}, {'道具 带框 异铁.png': 'http://prts.wiki/images/7/71/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%BC%82%E9%93%81.png'}, {'道具 带框 酮凝集.png': 'http://prts.wiki/images/6/6a/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E9%85%AE%E5%87%9D%E9%9B%86.png'}, {'道具 带框 初级作战记录.png': 'http://prts.wiki/images/a/a5/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%88%9D%E7%BA%A7%E4%BD%9C%E6%88%98%E8%AE%B0%E5%BD%95.png'}]",[{'2-10 病入膏肓 地图.png': 'http://prts.wiki/images/1/18/2-10_%E7%97%85%E5%85%A5%E8%86%8F%E8%82%93_%E5%9C%B0%E5%9B%BE.png'}]
3-1_会合,"83
","[{'道具 带框 至纯源石.png': 'http://prts.wiki/images/5/59/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%87%B3%E7%BA%AF%E6%BA%90%E7%9F%B3.png'}, {'道具 带框 酮凝集组.png': 'http://prts.wiki/images/d/d6/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E9%85%AE%E5%87%9D%E9%9B%86%E7%BB%84.png'}]","[{'道具 带框 代糖.png': 'http://prts.wiki/images/a/a9/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E4%BB%A3%E7%B3%96.png'}, {'道具 带框 异铁碎片.png': 'http://prts.wiki/images/8/87/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%BC%82%E9%93%81%E7%A2%8E%E7%89%87.png'}, {'道具 带框 双酮.png': 'http://prts.wiki/images/4/4b/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%8F%8C%E9%85%AE.png'}, {'道具 带框 基础作战记录.png': 'http://prts.wiki/images/b/b2/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%9F%BA%E7%A1%80%E4%BD%9C%E6%88%98%E8%AE%B0%E5%BD%95.png'}, {'道具 带框 糖.png': 'http://prts.wiki/images/e/e8/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E7%B3%96.png'}, {'道具 带框 异铁.png': 'http://prts.wiki/images/7/71/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%BC%82%E9%93%81.png'}, {'道具 带框 酮凝集.png': 'http://prts.wiki/images/6/6a/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E9%85%AE%E5%87%9D%E9%9B%86.png'}, {'道具 带框 初级作战记录.png': 'http://prts.wiki/images/a/a5/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%88%9D%E7%BA%A7%E4%BD%9C%E6%88%98%E8%AE%B0%E5%BD%95.png'}]",[{'3-1 会合 地图.png': 'http://prts.wiki/images/e/ef/3-1_%E4%BC%9A%E5%90%88_%E5%9C%B0%E5%9B%BE.png'}]
3-2_记忆,"67
","[{'道具 带框 至纯源石.png': 'http://prts.wiki/images/5/59/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%87%B3%E7%BA%AF%E6%BA%90%E7%9F%B3.png'}, {'道具 带框 轻锰矿.png': 'http://prts.wiki/images/e/e6/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%BD%BB%E9%94%B0%E7%9F%BF.png'}]","[{'道具 带框 源岩.png': 'http://prts.wiki/images/e/ec/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E6%BA%90%E5%B2%A9.png'}, {'道具 带框 酯原料.png': 'http://prts.wiki/images/7/7a/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E9%85%AF%E5%8E%9F%E6%96%99.png'}, {'道具 带框 破损装置.png': 'http://prts.wiki/images/5/54/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E7%A0%B4%E6%8D%9F%E8%A3%85%E7%BD%AE.png'}, {'道具 带框 赤金.png': 'http://prts.wiki/images/8/83/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%B5%A4%E9%87%91.png'}, {'道具 带框 固源岩.png': 'http://prts.wiki/images/c/cf/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%9B%BA%E6%BA%90%E5%B2%A9.png'}, {'道具 带框 聚酸酯.png': 'http://prts.wiki/images/b/b9/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%81%9A%E9%85%B8%E9%85%AF.png'}, {'道具 带框 装置.png': 'http://prts.wiki/images/6/64/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%A3%85%E7%BD%AE.png'}]",[{'3-2 记忆 地图.png': 'http://prts.wiki/images/6/66/3-2_%E8%AE%B0%E5%BF%86_%E5%9C%B0%E5%9B%BE.png'}]
3-3_回旋,"50
","[{'道具 带框 至纯源石.png': 'http://prts.wiki/images/5/59/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%87%B3%E7%BA%AF%E6%BA%90%E7%9F%B3.png'}, {'道具 带框 研磨石.png': 'http://prts.wiki/images/e/e7/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E7%A0%94%E7%A3%A8%E7%9F%B3.png'}]","[{'道具 带框 源岩.png': 'http://prts.wiki/images/e/ec/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E6%BA%90%E5%B2%A9.png'}, {'道具 带框 酯原料.png': 'http://prts.wiki/images/7/7a/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E9%85%AF%E5%8E%9F%E6%96%99.png'}, {'道具 带框 破损装置.png': 'http://prts.wiki/images/5/54/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E7%A0%B4%E6%8D%9F%E8%A3%85%E7%BD%AE.png'}, {'道具 带框 赤金.png': 'http://prts.wiki/images/8/83/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%B5%A4%E9%87%91.png'}, {'道具 带框 固源岩.png': 'http://prts.wiki/images/c/cf/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%9B%BA%E6%BA%90%E5%B2%A9.png'}, {'道具 带框 聚酸酯.png': 'http://prts.wiki/images/b/b9/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%81%9A%E9%85%B8%E9%85%AF.png'}, {'道具 带框 装置.png': 'http://prts.wiki/images/6/64/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%A3%85%E7%BD%AE.png'}]",[{'3-3 回旋 地图.png': 'http://prts.wiki/images/7/7d/3-3_%E5%9B%9E%E6%97%8B_%E5%9C%B0%E5%9B%BE.png'}]
3-4_龟裂,"75
","[{'道具 带框 龙骨.png': 'http://prts.wiki/images/8/82/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E9%BE%99%E9%AA%A8.png'}, {'道具 带框 至纯源石.png': 'http://prts.wiki/images/5/59/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%87%B3%E7%BA%AF%E6%BA%90%E7%9F%B3.png'}, {'道具 带框 全新装置.png': 'http://prts.wiki/images/b/be/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%85%A8%E6%96%B0%E8%A3%85%E7%BD%AE.png'}]","[{'道具 带框 源岩.png': 'http://prts.wiki/images/e/ec/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E6%BA%90%E5%B2%A9.png'}, {'道具 带框 酯原料.png': 'http://prts.wiki/images/7/7a/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E9%85%AF%E5%8E%9F%E6%96%99.png'}, {'道具 带框 破损装置.png': 'http://prts.wiki/images/5/54/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E7%A0%B4%E6%8D%9F%E8%A3%85%E7%BD%AE.png'}, {'道具 带框 赤金.png': 'http://prts.wiki/images/8/83/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%B5%A4%E9%87%91.png'}, {'道具 带框 固源岩.png': 'http://prts.wiki/images/c/cf/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%9B%BA%E6%BA%90%E5%B2%A9.png'}, {'道具 带框 聚酸酯.png': 'http://prts.wiki/images/b/b9/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%81%9A%E9%85%B8%E9%85%AF.png'}, {'道具 带框 装置.png': 'http://prts.wiki/images/6/64/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%A3%85%E7%BD%AE.png'}]",[{'3-4 龟裂 地图.png': 'http://prts.wiki/images/4/4c/3-4_%E9%BE%9F%E8%A3%82_%E5%9C%B0%E5%9B%BE.png'}]
3-5_呼叫,"64
","[{'道具 带框 至纯源石.png': 'http://prts.wiki/images/5/59/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%87%B3%E7%BA%AF%E6%BA%90%E7%9F%B3.png'}, {'道具 带框 初级作战记录.png': 'http://prts.wiki/images/a/a5/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%88%9D%E7%BA%A7%E4%BD%9C%E6%88%98%E8%AE%B0%E5%BD%95.png'}]","[{'道具 带框 源岩.png': 'http://prts.wiki/images/e/ec/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E6%BA%90%E5%B2%A9.png'}, {'道具 带框 酯原料.png': 'http://prts.wiki/images/7/7a/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E9%85%AF%E5%8E%9F%E6%96%99.png'}, {'道具 带框 破损装置.png': 'http://prts.wiki/images/5/54/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E7%A0%B4%E6%8D%9F%E8%A3%85%E7%BD%AE.png'}, {'道具 带框 赤金.png': 'http://prts.wiki/images/8/83/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%B5%A4%E9%87%91.png'}, {'道具 带框 固源岩.png': 'http://prts.wiki/images/c/cf/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E5%9B%BA%E6%BA%90%E5%B2%A9.png'}, {'道具 带框 聚酸酯.png': 'http://prts.wiki/images/b/b9/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%81%9A%E9%85%B8%E9%85%AF.png'}, {'道具 带框 装置.png': 'http://prts.wiki/images/6/64/%E9%81%93%E5%85%B7_%E5%B8%A6%E6%A1%86_%E8%A3%85%E7%BD%AE.png'}]",[{'3-5 呼叫 地图.png': 'http://prts.wiki/images/c/cd/3-5_%E5%91%BC%E5%8F%AB_%E5%9C%B0%E5%9B%BE.png'}]
